name,age,gender,grade,course,attendance_pct,enrollment_date
Kyle Roberts,-1.0,Female,Unknown,Unknown,32.39716158781074,32-13-2020
Madison Brown,-1.0,Male,F,math,63.39,2020-09-17
Samantha Avila,-1.0,Unknown,B,SCIENCE,89.3,32-13-2020
Tammy Baxter,-1.0,F,B,math,-10.0,32-13-2020
Sandra Hart,-1.0,F,Unknown,Unknown,32.39716158781074,32-13-2020
William Moreno,-1.0,Unknown,Unknown,Unknown,-10.0,32-13-2020
Joseph Wright,25.0,Male,F,Unknown,-10.0,2023-09-18
Barbara Mckenzie,-1.0,Unknown,Unknown,SCIENCE,-10.0,1970-01-01
Andrew Jackson,-1.0,Other,D,Unknown,32.39716158781074,32-13-2020
Susan Walton,-1.0,Unknown,D,History,32.39716158781074,2023-10-28
Abigail Weaver,-1.0,maale,A,Science,32.39716158781074,32-13-2020
Mary Davis,-1.0,F,B,History,52.57,32-13-2020
Brittany Mason,19.0,maale,D,SCIENCE,32.39716158781074,2021-04-14
Angela Bray,-1.0,Male,B,SCIENCE,-10.0,2024-12-08
Sarah Hudson,-1.0,M,F,Math,32.39716158781074,1970-01-01
Brandy Tucker,-1.0,maale,D,Unknown,32.39716158781074,1970-01-01
Kirk Beasley,-1.0,maale,A,math,32.39716158781074,32-13-2020
Brandon Cook,-1.0,Unknown,C,Math,-10.0,2022-07-25
Robert Wilson,-1.0,Unknown,F,English,32.39716158781074,32-13-2020
Lisa Fuller,-1.0,femle,B,Science,70.38,32-13-2020
Marcus Williams,-1.0,Female,D,Unknown,69.21,2024-11-01
Christopher Hess,-1.0,Male,Unknown,Science,32.39716158781074,32-13-2020
Susan Harris,-1.0,Unknown,F,Unknown,89.97,1970-01-01
Cameron Tucker,-1.0,Other,C,History,32.39716158781074,1970-01-01
Jerry Pearson,-1.0,Unknown,A,Unknown,32.39716158781074,2021-11-13
Jessica Miller,-1.0,Other,B,Unknown,32.39716158781074,1970-01-01
Mark Frank,11.0,Other,Unknown,Science,90.23,32-13-2020
Steven Williams III,-1.0,Unknown,B,Science,32.39716158781074,32-13-2020
Shirley Rodriguez,-1.0,Female,F,English,32.39716158781074,1970-01-01
Shawn Garcia,-1.0,Other,B,Math,61.78,1970-01-01
Mr. Justin Lopez,-1.0,femle,Unknown,Unknown,90.27,2025-05-26
Matthew Moore,-1.0,femle,D,Unknown,32.39716158781074,1970-01-01
Laura Ramos,21.0,M,D,Math,98.11,1970-01-01
Stacy Elliott,-1.0,Unknown,B,SCIENCE,32.39716158781074,2022-02-23
Patrick Butler,-1.0,Male,Unknown,Unknown,-10.0,2024-01-22
Alicia Stevens,-1.0,Female,Unknown,math,62.63,1970-01-01
Trevor Bass,-1.0,Female,A,math,32.39716158781074,1970-01-01
Michelle Wright,-1.0,M,B,Math,32.39716158781074,2021-05-06
Jacob Sullivan,-1.0,M,A,Math,-10.0,32-13-2020
Brian Frazier,-1.0,F,F,English,53.62,1970-01-01
Christopher Fisher,15.0,F,A,Math,-10.0,1970-01-01
Tina Hernandez DDS,-1.0,Unknown,Unknown,Unknown,-10.0,32-13-2020
Lisa Johnson,-1.0,M,F,History,-10.0,32-13-2020
Rodney Kennedy,22.0,femle,Unknown,Math,32.39716158781074,2024-12-21
Colleen Greene,-1.0,M,D,SCIENCE,32.39716158781074,32-13-2020
Katie Smith,13.0,maale,D,English,-10.0,32-13-2020
Rebekah Diaz,-1.0,M,C,SCIENCE,-10.0,32-13-2020
Kristy Johnson,-1.0,Unknown,C,Unknown,32.39716158781074,32-13-2020
Christina Nunez,25.0,M,D,Unknown,32.39716158781074,32-13-2020
Jasmine Griffin,-1.0,Male,F,History,77.29,2021-09-08
Megan Morales,-1.0,maale,A,Unknown,32.39716158781074,32-13-2020
Frederick Lane,-1.0,Female,D,English,-10.0,32-13-2020
Kimberly Salinas,-1.0,F,B,Unknown,32.39716158781074,32-13-2020
Carolyn Morgan,-1.0,Unknown,C,Unknown,75.76,1970-01-01
Christian Davis,-1.0,Unknown,Unknown,History,-10.0,1970-01-01
Erica Sherman,-1.0,Unknown,A,math,68.79,32-13-2020
Richard Salas,-1.0,Unknown,C,SCIENCE,-10.0,32-13-2020
Tanya Gilmore,24.0,Male,A,math,94.06,2025-04-30
Matthew Hart,-1.0,Unknown,Unknown,Unknown,32.39716158781074,1970-01-01
Benjamin Bond,-1.0,Other,D,English,-10.0,2023-09-06
Patrick Harvey,-1.0,Unknown,C,Math,32.39716158781074,1970-01-01
Bethany Thompson,-1.0,M,Unknown,SCIENCE,32.39716158781074,2025-01-06
Melissa Hamilton,17.0,F,Unknown,math,32.39716158781074,2021-07-07
Maureen Gonzalez,14.0,F,Unknown,math,51.66,1970-01-01
Frances Ward,-1.0,Female,A,Math,32.39716158781074,2021-07-24
Victoria Lewis,-1.0,Other,B,Math,-10.0,1970-01-01
Nicholas Williams,-1.0,Unknown,F,Math,32.39716158781074,32-13-2020
Erin Woods,25.0,M,Unknown,History,32.39716158781074,2022-05-19
William Castillo,25.0,Unknown,Unknown,Unknown,32.39716158781074,2022-09-13
Richard Carroll,-1.0,Other,Unknown,SCIENCE,32.39716158781074,1970-01-01
Richard Martin,-1.0,Other,C,English,84.94,2021-10-28
Kyle Torres,-1.0,femle,Unknown,math,32.39716158781074,32-13-2020
Philip Andrews,-1.0,femle,Unknown,Unknown,-10.0,1970-01-01
William Mayer,16.0,Unknown,Unknown,Unknown,32.39716158781074,32-13-2020
Joshua Higgins,-1.0,maale,Unknown,History,53.64,32-13-2020
Austin Sanchez,-1.0,M,Unknown,English,-10.0,32-13-2020
Melissa Campbell,-1.0,Unknown,F,Unknown,87.2,32-13-2020
Mary Rice,-1.0,M,F,SCIENCE,51.45,1970-01-01
Anthony Brown,-1.0,M,Unknown,History,32.39716158781074,2025-02-19
Tiffany Barton,15.0,Other,Unknown,math,-10.0,2021-05-10
Kevin Ward,18.0,Unknown,A,English,78.8,1970-01-01
Matthew Bell,-1.0,Unknown,C,English,61.69,2024-11-23
Rhonda Santos,-1.0,M,F,SCIENCE,-10.0,2025-03-29
Samantha Williamson,-1.0,M,Unknown,Unknown,58.14,1970-01-01
Jimmy Smith,-1.0,maale,F,History,32.39716158781074,2022-08-27
Mary Scott,-1.0,F,Unknown,math,-10.0,1970-01-01
Alyssa Robinson,15.0,F,C,Math,32.39716158781074,1970-01-01
Pamela Davila,-1.0,Female,Unknown,SCIENCE,32.39716158781074,2025-02-28
Michael Logan,-1.0,Unknown,Unknown,SCIENCE,32.39716158781074,1970-01-01
Mary Lee,-1.0,Other,B,Science,-10.0,1970-01-01
Bernard Macdonald,-1.0,M,Unknown,Unknown,32.39716158781074,2020-09-26
Marilyn Hubbard,14.0,Unknown,C,History,32.39716158781074,2023-06-23
Dr. Tina Hodges MD,-1.0,Unknown,D,SCIENCE,32.39716158781074,32-13-2020
Stephen Sandoval,-1.0,M,Unknown,English,32.39716158781074,2024-02-27
Karen Hess,-1.0,Other,D,Science,-10.0,1970-01-01
Jennifer Cole,-1.0,F,Unknown,English,79.19,2024-07-27
Amy Smith,-1.0,femle,Unknown,math,32.39716158781074,32-13-2020
Brandon Hayden,-1.0,maale,Unknown,English,32.39716158781074,1970-01-01
Megan Ruiz,-1.0,Unknown,F,SCIENCE,98.94,2024-11-07
Anthony Frazier,-1.0,femle,Unknown,Unknown,32.39716158781074,32-13-2020
Kyle Townsend,25.0,Male,Unknown,Math,32.39716158781074,1970-01-01
Robert Rodriguez,-1.0,Unknown,B,Science,53.23,32-13-2020
Harold Villanueva,11.0,Unknown,D,English,32.39716158781074,1970-01-01
Theresa Johnson,-1.0,femle,D,English,32.39716158781074,1970-01-01
Angela Ortega,19.0,M,Unknown,Unknown,32.39716158781074,1970-01-01
Casey Kirk,-1.0,Male,A,Unknown,32.39716158781074,2022-06-02
Lindsey Schaefer,-1.0,M,D,Unknown,55.7,2024-09-06
Rodney Lucas,25.0,Other,F,English,32.39716158781074,32-13-2020
Laura Mason,16.0,M,C,Science,32.39716158781074,2022-06-29
Sarah Jones,-1.0,M,F,English,-10.0,1970-01-01
Melissa Cruz,-1.0,M,Unknown,math,77.23,32-13-2020
Timothy Murphy,-1.0,Female,A,History,-10.0,1970-01-01
Stephanie Gibson,-1.0,F,D,Math,-10.0,2024-08-06
Patricia Roman,24.0,Other,F,Science,89.33,1970-01-01
Lindsay Wilcox,-1.0,Unknown,C,math,32.39716158781074,2023-04-24
Alexandria Moore,15.0,Male,F,Unknown,-10.0,2021-07-16
Katherine Swanson,-1.0,Unknown,F,math,98.21,2024-07-27
Heather Riley,-1.0,Unknown,B,History,32.39716158781074,2023-07-31
April Howe,-1.0,Female,Unknown,Science,-10.0,1970-01-01
Kayla Cline,-1.0,F,D,English,-10.0,32-13-2020
Michael Mcknight,12.0,Unknown,F,History,32.39716158781074,1970-01-01
Andrew Martinez,-1.0,M,B,math,93.29,2024-10-04
Stephanie Stevens,-1.0,Male,B,math,32.39716158781074,32-13-2020
Dr. Jason Tucker DDS,-1.0,Female,D,Science,32.39716158781074,1970-01-01
Elizabeth Wilkinson,23.0,Female,F,English,-10.0,2021-09-16
Lauren Kelly,-1.0,F,D,math,32.39716158781074,32-13-2020
Arthur Thompson,15.0,Unknown,F,History,32.39716158781074,2023-11-07
Claudia Case,-1.0,Female,F,History,32.39716158781074,2021-10-05
Terry Garcia,11.0,femle,B,History,32.39716158781074,32-13-2020
Mr. Brett Mcgrath,21.0,femle,Unknown,English,32.39716158781074,2024-12-24
Emily Richardson,-1.0,Other,A,math,-10.0,2021-09-14
Amy Frye,-1.0,Unknown,B,SCIENCE,-10.0,2023-08-25
Anthony Cline,-1.0,maale,D,Math,32.39716158781074,1970-01-01
Ebony Gonzalez,20.0,Unknown,F,SCIENCE,95.14,2023-06-25
April Andrews,21.0,M,Unknown,Science,-10.0,1970-01-01
David Harmon,-1.0,Unknown,C,Math,-10.0,2023-03-26
Taylor Miller,16.0,Unknown,B,Science,-10.0,1970-01-01
Kara Barnes,20.0,Female,F,Science,73.63,32-13-2020
Kathleen Anderson,-1.0,Female,F,History,68.95,2024-06-28
Douglas Miller,-1.0,femle,D,History,32.39716158781074,2025-01-10
David Cross,-1.0,Unknown,Unknown,math,32.39716158781074,32-13-2020
Stephanie Schneider,25.0,F,Unknown,Math,69.83,1970-01-01
Amber Carpenter,18.0,Unknown,Unknown,Unknown,-10.0,1970-01-01
Jennifer Jackson,-1.0,Unknown,F,SCIENCE,32.39716158781074,1970-01-01
Brian Nixon,-1.0,M,C,History,32.39716158781074,32-13-2020
Natalie Levine,-1.0,Other,C,History,32.39716158781074,2023-12-26
Thomas Edwards,-1.0,Unknown,Unknown,Unknown,98.46,32-13-2020
Mark Ewing,21.0,Unknown,Unknown,Unknown,32.39716158781074,32-13-2020
Juan Gonzales,-1.0,Male,Unknown,Unknown,-10.0,2023-04-16
Wayne Salinas,13.0,F,F,English,32.39716158781074,1970-01-01
Christie Lloyd,-1.0,F,D,Science,52.04,2022-04-29
Teresa Shields,-1.0,Male,Unknown,Math,-10.0,32-13-2020
Ray Terrell,-1.0,femle,D,English,65.17,1970-01-01
Erin King,-1.0,Other,Unknown,SCIENCE,99.38,32-13-2020
Anthony Gordon,-1.0,maale,D,math,59.95,32-13-2020
Laura Gillespie,20.0,femle,D,Science,80.49,1970-01-01
Stacy Burton,-1.0,Unknown,D,Unknown,-10.0,32-13-2020
Angela Ferguson,-1.0,Female,D,English,-10.0,32-13-2020
Alexander Martin,11.0,M,C,math,32.39716158781074,1970-01-01
Kim Collins,-1.0,M,Unknown,math,59.48,1970-01-01
Martin Gonzalez,-1.0,Unknown,F,English,32.39716158781074,1970-01-01
Melissa Choi,-1.0,Female,D,math,32.39716158781074,2020-09-02
Steve Petersen,-1.0,femle,F,Science,32.39716158781074,32-13-2020
James Barnes,-1.0,Female,D,Science,32.39716158781074,32-13-2020
Tammie Herrera,-1.0,Male,F,History,32.39716158781074,1970-01-01
Brianna White,-1.0,M,A,English,32.39716158781074,32-13-2020
Jay Miller,11.0,M,D,Unknown,-10.0,32-13-2020
Jennifer Reed,-1.0,M,F,History,32.39716158781074,2022-07-02
Darryl Young,-1.0,maale,Unknown,Unknown,90.68,32-13-2020
Mrs. Sara Bell,-1.0,maale,Unknown,Unknown,-10.0,32-13-2020
Parker Ferguson,-1.0,F,A,Unknown,32.39716158781074,1970-01-01
Nicole Kelley,-1.0,Other,F,English,-10.0,32-13-2020
Stephanie Williams,-1.0,Unknown,A,Science,-10.0,32-13-2020
Jose Anthony,-1.0,Female,D,Science,32.39716158781074,32-13-2020
Michael Sutton,25.0,Unknown,C,History,32.39716158781074,1970-01-01
Tammy Ochoa,-1.0,Unknown,A,math,61.16,1970-01-01
Bradley Hess,-1.0,maale,B,Unknown,32.39716158781074,32-13-2020
Jessica Taylor,-1.0,maale,F,SCIENCE,32.39716158781074,1970-01-01
Rhonda Brandt,-1.0,Female,A,SCIENCE,-10.0,2022-12-31
Brandon Cameron,-1.0,femle,Unknown,History,32.39716158781074,32-13-2020
Ellen Johnson,-1.0,F,B,SCIENCE,71.28,2024-08-31
Aaron Wiley,17.0,M,F,math,82.2,1970-01-01
Joshua Payne,-1.0,Unknown,Unknown,Unknown,32.39716158781074,1970-01-01
Monica Ellis,-1.0,Unknown,A,English,32.39716158781074,1970-01-01
Steve Hernandez,-1.0,Female,Unknown,SCIENCE,-10.0,32-13-2020
Derek Fitzgerald,-1.0,Male,Unknown,Unknown,-10.0,2020-11-08
Karen Snyder,-1.0,Unknown,C,SCIENCE,61.38,2020-07-15
Paula Francis,13.0,M,Unknown,English,32.39716158781074,32-13-2020
Mrs. Leslie Burke,-1.0,maale,C,English,32.39716158781074,1970-01-01
James Woods,-1.0,maale,F,math,51.54,2024-12-14
Robert Hill,-1.0,F,C,math,-10.0,32-13-2020
Michelle Johnson,-1.0,Female,Unknown,SCIENCE,32.39716158781074,32-13-2020
Jeffrey George,-1.0,Male,B,SCIENCE,-10.0,32-13-2020
Cameron Shepard,-1.0,maale,C,SCIENCE,32.39716158781074,32-13-2020
Emily Mendoza,-1.0,maale,Unknown,History,32.39716158781074,32-13-2020
Amber Jordan,-1.0,Unknown,A,Unknown,32.39716158781074,32-13-2020
Cathy Reynolds,-1.0,Male,C,Unknown,72.94,1970-01-01
Shannon Gould,23.0,Male,Unknown,Unknown,32.39716158781074,1970-01-01
Kerry Walsh,-1.0,F,B,SCIENCE,95.56,32-13-2020
John Baker,-1.0,F,B,math,32.39716158781074,1970-01-01
Mary Sanders,-1.0,femle,Unknown,Unknown,32.39716158781074,2021-11-01
Paul Moses,-1.0,M,A,History,61.33,32-13-2020
Brian Blackburn,14.0,Unknown,A,Unknown,32.39716158781074,1970-01-01
Christine Callahan,-1.0,F,C,Unknown,63.94,2022-07-10
Sheryl Vance,-1.0,maale,A,Math,-10.0,32-13-2020
Peter White,23.0,Unknown,Unknown,math,32.39716158781074,1970-01-01
Emily Warren,-1.0,Unknown,C,History,32.39716158781074,32-13-2020
Betty Phillips,-1.0,femle,F,math,32.39716158781074,2020-08-19
Scott Richard,24.0,Other,B,History,-10.0,32-13-2020
Deanna Grant,-1.0,femle,B,Unknown,32.39716158781074,2022-12-27
Holly Griffin,10.0,Unknown,D,math,32.39716158781074,1970-01-01
Justin Wells,-1.0,Unknown,B,Science,32.39716158781074,32-13-2020
Jennifer Cherry,-1.0,Female,C,History,32.39716158781074,1970-01-01
Patrick Gonzalez,-1.0,Female,F,SCIENCE,32.39716158781074,2024-12-26
Victor Allen,-1.0,Other,Unknown,History,32.39716158781074,32-13-2020
Jacob Green,-1.0,Unknown,D,History,32.39716158781074,1970-01-01
Jaime Patterson,-1.0,Male,C,History,80.32,32-13-2020
Andrew Flores,12.0,maale,B,math,32.39716158781074,2020-12-14
Miranda Anderson,-1.0,M,B,Unknown,32.39716158781074,32-13-2020
Shannon Brock,-1.0,Unknown,Unknown,Math,71.45,32-13-2020
Adrian Anthony,-1.0,Unknown,A,SCIENCE,32.39716158781074,32-13-2020
Holly Turner,-1.0,F,D,Unknown,-10.0,2024-03-02
Glenda Barrett,-1.0,Female,Unknown,SCIENCE,32.39716158781074,32-13-2020
Karen Moore,-1.0,Unknown,Unknown,math,32.39716158781074,32-13-2020
Patricia Sloan,-1.0,Male,B,SCIENCE,-10.0,2020-12-16
Kenneth Eaton,15.0,Male,Unknown,Science,32.39716158781074,1970-01-01
Mary Griffin,-1.0,Female,B,Unknown,32.39716158781074,1970-01-01
Sarah Soto,-1.0,Unknown,B,Math,-10.0,2024-10-09
Abigail Johnson,-1.0,Female,A,Unknown,32.39716158781074,1970-01-01
Jennifer Chase,16.0,Unknown,B,Unknown,97.87,1970-01-01
Angela Nichols,-1.0,M,C,History,-10.0,32-13-2020
Jeffery Valdez,-1.0,M,C,Unknown,32.39716158781074,2025-06-12
Jessica Valdez,-1.0,Female,Unknown,SCIENCE,32.39716158781074,2024-11-03
Jessica Terry,-1.0,femle,B,History,77.93,32-13-2020
Taylor Lewis,22.0,maale,F,History,32.39716158781074,1970-01-01
Jennifer Patel,17.0,maale,F,Math,-10.0,1970-01-01
Mr. Kevin Perez,11.0,Unknown,B,Unknown,32.39716158781074,1970-01-01
Dawn Gutierrez,-1.0,Unknown,A,Science,83.71,1970-01-01
Jose Miller,-1.0,M,B,math,70.22,2022-01-25
Ana Gonzalez,-1.0,Unknown,Unknown,History,55.57,1970-01-01
Kristin Dawson,-1.0,maale,C,History,73.7,1970-01-01
Laura Navarro,-1.0,Female,B,math,32.39716158781074,1970-01-01
Brittany Gomez,23.0,F,F,math,84.82,1970-01-01
Elizabeth Vincent,-1.0,Unknown,A,History,32.39716158781074,2023-05-10
James Gray,10.0,Other,B,Unknown,32.39716158781074,1970-01-01
James Davis,-1.0,femle,C,Science,32.39716158781074,32-13-2020
Thomas Smith,-1.0,M,Unknown,Math,-10.0,2024-12-26
Jacob Lang DDS,-1.0,M,B,SCIENCE,96.51,1970-01-01
Amber Campbell,-1.0,M,C,SCIENCE,32.39716158781074,32-13-2020
Mrs. Cassandra Phillips,-1.0,Male,C,English,-10.0,2023-01-10
Brittany Taylor,-1.0,femle,C,SCIENCE,71.03,32-13-2020
Ricardo Alvarez,-1.0,maale,B,English,93.07,2023-08-01
Michael Cobb,-1.0,Other,Unknown,Science,75.76,2025-05-01
Catherine Rodriguez,-1.0,F,D,Science,32.39716158781074,2022-01-18
Jeremy Thomas,-1.0,Unknown,Unknown,Unknown,55.29,2023-03-26
William Young,-1.0,F,Unknown,Science,32.39716158781074,32-13-2020
Hannah Casey,22.0,F,Unknown,Math,-10.0,1970-01-01
Mr. Troy Atkins,-1.0,Female,A,Science,-10.0,2023-11-29
Robert Lee,22.0,Other,B,Science,32.39716158781074,32-13-2020
Kimberly Willis,-1.0,Female,Unknown,History,72.55,32-13-2020
Elizabeth Cortez,-1.0,Female,B,Math,32.39716158781074,32-13-2020
Jasmine Cain,-1.0,Unknown,Unknown,Unknown,32.39716158781074,2023-11-06
Robert Benjamin,12.0,F,C,Science,32.39716158781074,1970-01-01
Stefanie Berg,-1.0,F,A,Math,32.39716158781074,1970-01-01
Richard Walker,-1.0,maale,Unknown,Unknown,32.39716158781074,1970-01-01
Brandy Carroll,-1.0,Other,Unknown,SCIENCE,-10.0,1970-01-01
Gary Johnson,12.0,F,C,Unknown,75.55,32-13-2020
Ryan Gardner,-1.0,Female,B,English,32.39716158781074,1970-01-01
Shelley Dunlap,-1.0,Female,D,Unknown,32.39716158781074,32-13-2020
Jennifer Bradley,-1.0,maale,A,Unknown,-10.0,1970-01-01
Melissa Thompson,-1.0,Female,A,Unknown,-10.0,2021-08-05
Mark Brown,19.0,femle,C,Unknown,-10.0,2022-01-17
Jennifer Lyons,14.0,F,Unknown,Science,-10.0,32-13-2020
Darlene Bryan,-1.0,Female,F,Unknown,32.39716158781074,1970-01-01
Douglas Boyd,-1.0,Other,D,SCIENCE,-10.0,2023-07-02
Jackie Hubbard,-1.0,F,B,Unknown,-10.0,1970-01-01
Linda Alvarez,-1.0,M,B,math,32.39716158781074,2022-10-03
Leslie Stevenson,-1.0,maale,Unknown,Science,32.39716158781074,1970-01-01
Daniel Lowe,-1.0,Other,F,History,32.39716158781074,32-13-2020
Angel Campbell,23.0,Other,C,Math,-10.0,2022-05-13
Marissa Knight,-1.0,Unknown,D,Unknown,32.39716158781074,2023-06-11
Nicole Holt,-1.0,F,C,English,-10.0,1970-01-01
Sharon Fox DVM,-1.0,Female,B,Science,32.39716158781074,1970-01-01
Dr. Tiffany Gomez,-1.0,M,B,Unknown,32.39716158781074,32-13-2020
Robert Harrell,-1.0,M,C,SCIENCE,-10.0,32-13-2020
Morgan Mccann,21.0,Other,B,Unknown,-10.0,32-13-2020
David Lloyd,11.0,Female,B,math,32.39716158781074,2024-06-07
Shawn Nelson,-1.0,F,A,Unknown,32.39716158781074,1970-01-01
Scott Campbell,-1.0,F,Unknown,History,-10.0,1970-01-01
Joseph Moss,20.0,femle,Unknown,Math,32.39716158781074,32-13-2020
Steven Williams,20.0,Other,Unknown,Science,89.83,2024-09-06
Amanda Lawson,-1.0,maale,F,Science,-10.0,1970-01-01
Kimberly Herrera,23.0,femle,C,Unknown,32.39716158781074,1970-01-01
Jeffrey Stewart,-1.0,M,C,Unknown,32.39716158781074,2025-04-20
Kristy Mclean,24.0,Unknown,C,Unknown,32.39716158781074,32-13-2020
Kathy Smith,12.0,Male,A,Math,32.39716158781074,2021-05-28
Victor Fisher,-1.0,Male,A,math,32.39716158781074,1970-01-01
Jason Grimes,-1.0,M,D,English,80.44,32-13-2020
Marco Simmons,-1.0,Male,D,Science,-10.0,1970-01-01
Cheryl Brown,-1.0,F,B,Unknown,32.39716158781074,32-13-2020
Becky Wright,-1.0,M,Unknown,English,62.3,1970-01-01
David Mcgee,-1.0,Unknown,A,Unknown,-10.0,1970-01-01
Eric Nelson,-1.0,Male,Unknown,Science,50.76,32-13-2020
Janice Mccoy,-1.0,Unknown,Unknown,Science,80.54,1970-01-01
Michael James,18.0,maale,A,Unknown,32.39716158781074,32-13-2020
Pamela Bishop,-1.0,F,A,Science,-10.0,2024-06-15
Willie Carroll,-1.0,F,Unknown,History,32.39716158781074,2024-07-14
Stephen Pearson,-1.0,femle,F,Science,32.39716158781074,1970-01-01
Alex Aguilar,-1.0,Male,A,English,32.39716158781074,32-13-2020
Brian Harris,19.0,M,B,Science,-10.0,32-13-2020
Ralph Miller,-1.0,femle,D,Unknown,-10.0,1970-01-01
James Wilson,-1.0,femle,B,Math,32.39716158781074,2025-04-17
Brian Wright,-1.0,Other,Unknown,Math,32.39716158781074,32-13-2020
Michael French,-1.0,femle,F,Unknown,87.5,2025-05-08
Daniel Price,-1.0,Female,D,Unknown,32.39716158781074,32-13-2020
Sheryl Gonzalez,-1.0,M,F,History,32.39716158781074,1970-01-01
Ashley Welch,-1.0,F,B,Unknown,32.39716158781074,1970-01-01
Amy Jackson,17.0,Male,D,math,32.39716158781074,2024-04-06
Kimberly Wilson,-1.0,femle,A,English,32.39716158781074,2021-05-23
Lawrence Kennedy,-1.0,femle,C,Unknown,32.39716158781074,2021-04-09
Mrs. Sydney Ibarra,-1.0,Female,D,Unknown,-10.0,32-13-2020
Ashley Ware,-1.0,F,D,English,-10.0,2023-06-26
Gerald Smith,19.0,Female,B,Math,-10.0,32-13-2020
Austin Wood,14.0,Other,A,math,65.15,2020-10-22
Kathleen Davis,-1.0,maale,Unknown,English,32.39716158781074,2024-11-06
John Martinez,25.0,maale,Unknown,History,58.19,2021-06-11
Robert Woods,-1.0,Female,Unknown,math,-10.0,1970-01-01
Angel Harrison,-1.0,maale,Unknown,SCIENCE,77.29,1970-01-01
Megan Martin,-1.0,Unknown,B,Unknown,32.39716158781074,32-13-2020
Melinda Wilson,23.0,maale,B,math,-10.0,32-13-2020
Christian Merritt,17.0,Female,F,Science,32.39716158781074,2024-04-21
Michelle Day,-1.0,maale,Unknown,Science,32.39716158781074,2021-01-05
Mackenzie Ray,-1.0,Female,F,Science,66.84,2023-08-19
Shawn Bonilla,-1.0,Other,Unknown,Unknown,32.39716158781074,2025-02-25
Melanie Hernandez,13.0,femle,Unknown,Science,32.39716158781074,2023-09-24
Ellen Johnson,-1.0,M,B,Math,98.42,1970-01-01
Thomas Tucker,-1.0,femle,F,Unknown,-10.0,2021-09-23
Thomas Robinson,-1.0,Female,Unknown,Math,64.76,1970-01-01
Rodney Nielsen,-1.0,Unknown,C,math,32.39716158781074,1970-01-01
Matthew Bishop,15.0,Female,C,SCIENCE,-10.0,1970-01-01
Kenneth Berry,-1.0,F,F,SCIENCE,-10.0,32-13-2020
Steven Castro,-1.0,Other,F,English,54.75,2023-08-26
Katie Moss,-1.0,Unknown,B,Science,-10.0,32-13-2020
Rick Sanchez,-1.0,M,Unknown,Unknown,32.39716158781074,32-13-2020
Peter Lopez,-1.0,maale,D,Science,57.81,1970-01-01
Brian Spears,22.0,Other,F,Math,32.39716158781074,2023-12-22
Dana Collins,-1.0,Unknown,D,English,32.39716158781074,1970-01-01
Dennis Maxwell,-1.0,maale,D,Unknown,84.06,1970-01-01
Matthew Jones,-1.0,Female,Unknown,English,32.39716158781074,1970-01-01
Corey Mitchell,-1.0,Male,B,math,-10.0,2020-06-18
Angela Baker,-1.0,Unknown,A,English,-10.0,32-13-2020
Stephen Orozco,18.0,F,A,Science,-10.0,32-13-2020
Mr. Carl Reid Jr.,-1.0,Female,Unknown,English,92.48,32-13-2020
Jonathan Swanson,-1.0,Other,B,Science,32.39716158781074,1970-01-01
Christopher Hendricks,12.0,F,F,Science,32.39716158781074,1970-01-01
Michael Crosby,-1.0,M,B,Math,32.39716158781074,32-13-2020
Audrey Mann,-1.0,Unknown,B,Unknown,-10.0,1970-01-01
Teresa Adams,-1.0,femle,B,English,50.78,1970-01-01
Hannah Contreras,15.0,Unknown,D,math,-10.0,2024-08-22
Lindsey King,-1.0,Female,D,SCIENCE,80.05,1970-01-01
Raymond Weber,-1.0,Other,A,English,64.86,2022-08-30
Justin Torres,-1.0,maale,C,English,63.95,2024-07-03
Jeffrey Williams,-1.0,Unknown,A,SCIENCE,32.39716158781074,32-13-2020
Teresa Rivera,-1.0,Other,A,math,32.39716158781074,32-13-2020
Mr. Terry Mclean,-1.0,maale,C,Science,-10.0,2020-12-31
Alexandria Matthews,-1.0,M,C,SCIENCE,32.39716158781074,1970-01-01
Dr. Sara Russell,-1.0,M,B,Math,32.39716158781074,32-13-2020
Maria Goodwin,-1.0,Other,A,SCIENCE,-10.0,32-13-2020
Christopher Gonzalez,-1.0,femle,C,Science,58.6,32-13-2020
Nicholas Smith II,-1.0,Male,F,Unknown,-10.0,32-13-2020
Robert Evans,-1.0,maale,B,math,32.39716158781074,2021-04-06
Anthony Collins,-1.0,Other,A,SCIENCE,32.39716158781074,2021-06-09
William Stone,-1.0,Other,F,math,59.46,1970-01-01
Katherine Long,19.0,Unknown,D,Math,-10.0,2022-04-14
Mark Diaz,-1.0,Unknown,C,math,91.05,1970-01-01
Matthew Rodriguez,-1.0,femle,F,Science,-10.0,2021-03-24
Sherry Landry,-1.0,Male,F,English,32.39716158781074,32-13-2020
Debra Hoover,-1.0,Unknown,C,SCIENCE,32.39716158781074,2025-01-09
Andrea Becker,-1.0,maale,B,SCIENCE,32.39716158781074,32-13-2020
Holly Smith,-1.0,Male,Unknown,Math,32.39716158781074,1970-01-01
